"Metai";"Mënuo";"Mënesio pajamos";"Amþius";"Lytis";"Apdraustøjø skaièius"
2014.0;"Rugpjûtis";"virð 3475,44 €";"55-64 metai";"Visi apdraustieji";0.84
2014.0;"Rugpjûtis";"virð 3475,44 €";"55-64 metai";"Moterys";0.2
2014.0;"Rugpjûtis";"virð 3475,44 €";"55-64 metai";"Vyrai";0.64
2014.0;"Rugpjûtis";"virð 3475,44 €";"virð 65 metø";"Visi apdraustieji";0.14
2014.0;"Rugpjûtis";"virð 3475,44 €";"virð 65 metø";"Moterys";0.04
2014.0;"Rugpjûtis";"virð 3475,44 €";"virð 65 metø";"Vyrai";0.1
2014.0;"Rugsëjis";"iki 65,15 €";"Visos amþiaus grupës";"Visi apdraustieji";22.09
2014.0;"Rugsëjis";"iki 65,15 €";"Visos amþiaus grupës";"Moterys";10.15
2014.0;"Rugsëjis";"iki 65,15 €";"Visos amþiaus grupës";"Vyrai";11.95
2014.0;"Rugsëjis";"iki 65,15 €";"iki 24 metø";"Visi apdraustieji";2.32
2014.0;"Rugsëjis";"iki 65,15 €";"iki 24 metø";"Moterys";1.1
2014.0;"Rugsëjis";"iki 65,15 €";"iki 24 metø";"Vyrai";1.22
2014.0;"Rugsëjis";"iki 65,15 €";"25-34 metai";"Visi apdraustieji";4.59
2014.0;"Rugsëjis";"iki 65,15 €";"25-34 metai";"Moterys";1.86
2014.0;"Rugsëjis";"iki 65,15 €";"25-34 metai";"Vyrai";2.73
2014.0;"Rugsëjis";"iki 65,15 €";"35-44 metai";"Visi apdraustieji";5.02
2014.0;"Rugsëjis";"iki 65,15 €";"35-44 metai";"Moterys";2.14
2014.0;"Rugsëjis";"iki 65,15 €";"35-44 metai";"Vyrai";2.88
2014.0;"Rugsëjis";"iki 65,15 €";"45-54 metai";"Visi apdraustieji";4.79
2014.0;"Rugsëjis";"iki 65,15 €";"45-54 metai";"Moterys";2.21
2014.0;"Rugsëjis";"iki 65,15 €";"45-54 metai";"Vyrai";2.59
2014.0;"Rugsëjis";"iki 65,15 €";"55-64 metai";"Visi apdraustieji";3.31
2014.0;"Rugsëjis";"iki 65,15 €";"55-64 metai";"Moterys";1.72
2014.0;"Rugsëjis";"iki 65,15 €";"55-64 metai";"Vyrai";1.59
2014.0;"Rugsëjis";"iki 65,15 €";"virð 65 metø";"Visi apdraustieji";2.07
2014.0;"Rugsëjis";"iki 65,15 €";"virð 65 metø";"Moterys";1.12
2014.0;"Rugsëjis";"iki 65,15 €";"virð 65 metø";"Vyrai";0.94
2014.0;"Rugsëjis";"65,16-130,32 €";"Visos amþiaus grupës";"Visi apdraustieji";27.16
2014.0;"Rugsëjis";"65,16-130,32 €";"Visos amþiaus grupës";"Moterys";14.23
2014.0;"Rugsëjis";"65,16-130,32 €";"Visos amþiaus grupës";"Vyrai";12.93
2014.0;"Rugsëjis";"65,16-130,32 €";"iki 24 metø";"Visi apdraustieji";3.3
2014.0;"Rugsëjis";"65,16-130,32 €";"iki 24 metø";"Moterys";1.72
2014.0;"Rugsëjis";"65,16-130,32 €";"iki 24 metø";"Vyrai";1.58
2014.0;"Rugsëjis";"65,16-130,32 €";"25-34 metai";"Visi apdraustieji";4.62
2014.0;"Rugsëjis";"65,16-130,32 €";"25-34 metai";"Moterys";2.06
2014.0;"Rugsëjis";"65,16-130,32 €";"25-34 metai";"Vyrai";2.56
2014.0;"Rugsëjis";"65,16-130,32 €";"35-44 metai";"Visi apdraustieji";5.61
2014.0;"Rugsëjis";"65,16-130,32 €";"35-44 metai";"Moterys";2.86
2014.0;"Rugsëjis";"65,16-130,32 €";"35-44 metai";"Vyrai";2.75
2014.0;"Rugsëjis";"65,16-130,32 €";"45-54 metai";"Visi apdraustieji";6.09
2014.0;"Rugsëjis";"65,16-130,32 €";"45-54 metai";"Moterys";3.27
2014.0;"Rugsëjis";"65,16-130,32 €";"45-54 metai";"Vyrai";2.82
2014.0;"Rugsëjis";"65,16-130,32 €";"55-64 metai";"Visi apdraustieji";4.66
2014.0;"Rugsëjis";"65,16-130,32 €";"55-64 metai";"Moterys";2.66
2014.0;"Rugsëjis";"65,16-130,32 €";"55-64 metai";"Vyrai";2.0
2014.0;"Rugsëjis";"65,16-130,32 €";"virð 65 metø";"Visi apdraustieji";2.88
2014.0;"Rugsëjis";"65,16-130,32 €";"virð 65 metø";"Moterys";1.66
2014.0;"Rugsëjis";"65,16-130,32 €";"virð 65 metø";"Vyrai";1.22
2014.0;"Rugsëjis";"130,33-144,8 €";"Visos amþiaus grupës";"Visi apdraustieji";35.1
2014.0;"Rugsëjis";"130,33-144,8 €";"Visos amþiaus grupës";"Moterys";16.43
2014.0;"Rugsëjis";"130,33-144,8 €";"Visos amþiaus grupës";"Vyrai";18.67
2014.0;"Rugsëjis";"130,33-144,8 €";"iki 24 metø";"Visi apdraustieji";3.56
2014.0;"Rugsëjis";"130,33-144,8 €";"iki 24 metø";"Moterys";1.51
2014.0;"Rugsëjis";"130,33-144,8 €";"iki 24 metø";"Vyrai";2.05
2014.0;"Rugsëjis";"130,33-144,8 €";"25-34 metai";"Visi apdraustieji";6.45
2014.0;"Rugsëjis";"130,33-144,8 €";"25-34 metai";"Moterys";2.36
2014.0;"Rugsëjis";"130,33-144,8 €";"25-34 metai";"Vyrai";4.09
2014.0;"Rugsëjis";"130,33-144,8 €";"35-44 metai";"Visi apdraustieji";8.39
2014.0;"Rugsëjis";"130,33-144,8 €";"35-44 metai";"Moterys";3.97
2014.0;"Rugsëjis";"130,33-144,8 €";"35-44 metai";"Vyrai";4.42
2014.0;"Rugsëjis";"130,33-144,8 €";"45-54 metai";"Visi apdraustieji";8.99
2014.0;"Rugsëjis";"130,33-144,8 €";"45-54 metai";"Moterys";4.51
2014.0;"Rugsëjis";"130,33-144,8 €";"45-54 metai";"Vyrai";4.47
2014.0;"Rugsëjis";"130,33-144,8 €";"55-64 metai";"Visi apdraustieji";5.65
2014.0;"Rugsëjis";"130,33-144,8 €";"55-64 metai";"Moterys";3.02
2014.0;"Rugsëjis";"130,33-144,8 €";"55-64 metai";"Vyrai";2.62
2014.0;"Rugsëjis";"130,33-144,8 €";"virð 65 metø";"Visi apdraustieji";2.07
2014.0;"Rugsëjis";"130,33-144,8 €";"virð 65 metø";"Moterys";1.06
2014.0;"Rugsëjis";"130,33-144,8 €";"virð 65 metø";"Vyrai";1.02
2014.0;"Rugsëjis";"144,81-159,28 €";"Visos amþiaus grupës";"Visi apdraustieji";10.02
2014.0;"Rugsëjis";"144,81-159,28 €";"Visos amþiaus grupës";"Moterys";5.64
2014.0;"Rugsëjis";"144,81-159,28 €";"Visos amþiaus grupës";"Vyrai";4.38
2014.0;"Rugsëjis";"144,81-159,28 €";"iki 24 metø";"Visi apdraustieji";1.33
2014.0;"Rugsëjis";"144,81-159,28 €";"iki 24 metø";"Moterys";0.81
2014.0;"Rugsëjis";"144,81-159,28 €";"iki 24 metø";"Vyrai";0.52
2014.0;"Rugsëjis";"144,81-159,28 €";"25-34 metai";"Visi apdraustieji";1.64
2014.0;"Rugsëjis";"144,81-159,28 €";"25-34 metai";"Moterys";0.81
2014.0;"Rugsëjis";"144,81-159,28 €";"25-34 metai";"Vyrai";0.83
2014.0;"Rugsëjis";"144,81-159,28 €";"35-44 metai";"Visi apdraustieji";2.09
2014.0;"Rugsëjis";"144,81-159,28 €";"35-44 metai";"Moterys";1.18
2014.0;"Rugsëjis";"144,81-159,28 €";"35-44 metai";"Vyrai";0.92
2014.0;"Rugsëjis";"144,81-159,28 €";"45-54 metai";"Visi apdraustieji";2.47
2014.0;"Rugsëjis";"144,81-159,28 €";"45-54 metai";"Moterys";1.42
2014.0;"Rugsëjis";"144,81-159,28 €";"45-54 metai";"Vyrai";1.05
2014.0;"Rugsëjis";"144,81-159,28 €";"55-64 metai";"Visi apdraustieji";1.76
2014.0;"Rugsëjis";"144,81-159,28 €";"55-64 metai";"Moterys";1.03
2014.0;"Rugsëjis";"144,81-159,28 €";"55-64 metai";"Vyrai";0.72
2014.0;"Rugsëjis";"144,81-159,28 €";"virð 65 metø";"Visi apdraustieji";0.73
2014.0;"Rugsëjis";"144,81-159,28 €";"virð 65 metø";"Moterys";0.39
2014.0;"Rugsëjis";"144,81-159,28 €";"virð 65 metø";"Vyrai";0.34
2014.0;"Rugsëjis";"159,29-173,76 €";"Visos amþiaus grupës";"Visi apdraustieji";6.37
2014.0;"Rugsëjis";"159,29-173,76 €";"Visos amþiaus grupës";"Moterys";3.81
2014.0;"Rugsëjis";"159,29-173,76 €";"Visos amþiaus grupës";"Vyrai";2.56
2014.0;"Rugsëjis";"159,29-173,76 €";"iki 24 metø";"Visi apdraustieji";0.99
2014.0;"Rugsëjis";"159,29-173,76 €";"iki 24 metø";"Moterys";0.63
2014.0;"Rugsëjis";"159,29-173,76 €";"iki 24 metø";"Vyrai";0.36
2014.0;"Rugsëjis";"159,29-173,76 €";"25-34 metai";"Visi apdraustieji";1.03
2014.0;"Rugsëjis";"159,29-173,76 €";"25-34 metai";"Moterys";0.54
2014.0;"Rugsëjis";"159,29-173,76 €";"25-34 metai";"Vyrai";0.49
2014.0;"Rugsëjis";"159,29-173,76 €";"35-44 metai";"Visi apdraustieji";1.18
2014.0;"Rugsëjis";"159,29-173,76 €";"35-44 metai";"Moterys";0.71
2014.0;"Rugsëjis";"159,29-173,76 €";"35-44 metai";"Vyrai";0.47
2014.0;"Rugsëjis";"159,29-173,76 €";"45-54 metai";"Visi apdraustieji";1.49
2014.0;"Rugsëjis";"159,29-173,76 €";"45-54 metai";"Moterys";0.91
2014.0;"Rugsëjis";"159,29-173,76 €";"45-54 metai";"Vyrai";0.59
2014.0;"Rugsëjis";"159,29-173,76 €";"55-64 metai";"Visi apdraustieji";1.17
2014.0;"Rugsëjis";"159,29-173,76 €";"55-64 metai";"Moterys";0.72
2014.0;"Rugsëjis";"159,29-173,76 €";"55-64 metai";"Vyrai";0.45
2014.0;"Rugsëjis";"159,29-173,76 €";"virð 65 metø";"Visi apdraustieji";0.51
2014.0;"Rugsëjis";"159,29-173,76 €";"virð 65 metø";"Moterys";0.3
2014.0;"Rugsëjis";"159,29-173,76 €";"virð 65 metø";"Vyrai";0.22
2014.0;"Rugsëjis";"173,77-202,72 €";"Visos amþiaus grupës";"Visi apdraustieji";11.49
2014.0;"Rugsëjis";"173,77-202,72 €";"Visos amþiaus grupës";"Moterys";7.11
2014.0;"Rugsëjis";"173,77-202,72 €";"Visos amþiaus grupës";"Vyrai";4.38
2014.0;"Rugsëjis";"173,77-202,72 €";"iki 24 metø";"Visi apdraustieji";1.81
2014.0;"Rugsëjis";"173,77-202,72 €";"iki 24 metø";"Moterys";1.14
2014.0;"Rugsëjis";"173,77-202,72 €";"iki 24 metø";"Vyrai";0.67
2014.0;"Rugsëjis";"173,77-202,72 €";"25-34 metai";"Visi apdraustieji";1.96
2014.0;"Rugsëjis";"173,77-202,72 €";"25-34 metai";"Moterys";1.12
2014.0;"Rugsëjis";"173,77-202,72 €";"25-34 metai";"Vyrai";0.84
2014.0;"Rugsëjis";"173,77-202,72 €";"35-44 metai";"Visi apdraustieji";2.28
2014.0;"Rugsëjis";"173,77-202,72 €";"35-44 metai";"Moterys";1.41
2014.0;"Rugsëjis";"173,77-202,72 €";"35-44 metai";"Vyrai";0.87
2014.0;"Rugsëjis";"173,77-202,72 €";"45-54 metai";"Visi apdraustieji";2.67
2014.0;"Rugsëjis";"173,77-202,72 €";"45-54 metai";"Moterys";1.7
2014.0;"Rugsëjis";"173,77-202,72 €";"45-54 metai";"Vyrai";0.97
2014.0;"Rugsëjis";"173,77-202,72 €";"55-64 metai";"Visi apdraustieji";1.99
2014.0;"Rugsëjis";"173,77-202,72 €";"55-64 metai";"Moterys";1.26
2014.0;"Rugsëjis";"173,77-202,72 €";"55-64 metai";"Vyrai";0.73
2014.0;"Rugsëjis";"173,77-202,72 €";"virð 65 metø";"Visi apdraustieji";0.79
2014.0;"Rugsëjis";"173,77-202,72 €";"virð 65 metø";"Moterys";0.49
2014.0;"Rugsëjis";"173,77-202,72 €";"virð 65 metø";"Vyrai";0.3
2014.0;"Rugsëjis";"202,73-231,69 €";"Visos amþiaus grupës";"Visi apdraustieji";16.7
2014.0;"Rugsëjis";"202,73-231,69 €";"Visos amþiaus grupës";"Moterys";10.7
2014.0;"Rugsëjis";"202,73-231,69 €";"Visos amþiaus grupës";"Vyrai";5.99
2014.0;"Rugsëjis";"202,73-231,69 €";"iki 24 metø";"Visi apdraustieji";2.14
2014.0;"Rugsëjis";"202,73-231,69 €";"iki 24 metø";"Moterys";1.34
2014.0;"Rugsëjis";"202,73-231,69 €";"iki 24 metø";"Vyrai";0.8
2014.0;"Rugsëjis";"202,73-231,69 €";"25-34 metai";"Visi apdraustieji";2.67
2014.0;"Rugsëjis";"202,73-231,69 €";"25-34 metai";"Moterys";1.58
2014.0;"Rugsëjis";"202,73-231,69 €";"25-34 metai";"Vyrai";1.09
2014.0;"Rugsëjis";"202,73-231,69 €";"35-44 metai";"Visi apdraustieji";3.48
2014.0;"Rugsëjis";"202,73-231,69 €";"35-44 metai";"Moterys";2.24
2014.0;"Rugsëjis";"202,73-231,69 €";"35-44 metai";"Vyrai";1.24
2014.0;"Rugsëjis";"202,73-231,69 €";"45-54 metai";"Visi apdraustieji";4.21
2014.0;"Rugsëjis";"202,73-231,69 €";"45-54 metai";"Moterys";2.79
2014.0;"Rugsëjis";"202,73-231,69 €";"45-54 metai";"Vyrai";1.42
2014.0;"Rugsëjis";"202,73-231,69 €";"55-64 metai";"Visi apdraustieji";3.09
2014.0;"Rugsëjis";"202,73-231,69 €";"55-64 metai";"Moterys";2.12
2014.0;"Rugsëjis";"202,73-231,69 €";"55-64 metai";"Vyrai";0.97
2014.0;"Rugsëjis";"202,73-231,69 €";"virð 65 metø";"Visi apdraustieji";1.1
2014.0;"Rugsëjis";"202,73-231,69 €";"virð 65 metø";"Moterys";0.62
2014.0;"Rugsëjis";"202,73-231,69 €";"virð 65 metø";"Vyrai";0.48
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"Visos amþiaus grupës";"Visi apdraustieji";117.29
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"Visos amþiaus grupës";"Moterys";64.08
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"Visos amþiaus grupës";"Vyrai";53.21
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"iki 24 metø";"Visi apdraustieji";12.03
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"iki 24 metø";"Moterys";5.54
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"iki 24 metø";"Vyrai";6.49
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"25-34 metai";"Visi apdraustieji";21.37
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"25-34 metai";"Moterys";9.67
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"25-34 metai";"Vyrai";11.7
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"35-44 metai";"Visi apdraustieji";26.84
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"35-44 metai";"Moterys";14.72
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"35-44 metai";"Vyrai";12.13
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"45-54 metai";"Visi apdraustieji";32.61
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"45-54 metai";"Moterys";19.52
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"45-54 metai";"Vyrai";13.09
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"55-64 metai";"Visi apdraustieji";20.55
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"55-64 metai";"Moterys";12.48
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"55-64 metai";"Vyrai";8.08
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"virð 65 metø";"Visi apdraustieji";3.88
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"virð 65 metø";"Moterys";2.15
2014.0;"Rugsëjis";"231,7-289,61 € (MMA)";"virð 65 metø";"Vyrai";1.73
2014.0;"Rugsëjis";"289,62-434,42 €";"Visos amþiaus grupës";"Visi apdraustieji";236.15
2014.0;"Rugsëjis";"289,62-434,42 €";"Visos amþiaus grupës";"Moterys";125.47
2014.0;"Rugsëjis";"289,62-434,42 €";"Visos amþiaus grupës";"Vyrai";110.68
2014.0;"Rugsëjis";"289,62-434,42 €";"iki 24 metø";"Visi apdraustieji";22.87
2014.0;"Rugsëjis";"289,62-434,42 €";"iki 24 metø";"Moterys";11.71
2014.0;"Rugsëjis";"289,62-434,42 €";"iki 24 metø";"Vyrai";11.16
2014.0;"Rugsëjis";"289,62-434,42 €";"25-34 metai";"Visi apdraustieji";42.58
2014.0;"Rugsëjis";"289,62-434,42 €";"25-34 metai";"Moterys";20.67
2014.0;"Rugsëjis";"289,62-434,42 €";"25-34 metai";"Vyrai";21.9
2014.0;"Rugsëjis";"289,62-434,42 €";"35-44 metai";"Visi apdraustieji";53.08
2014.0;"Rugsëjis";"289,62-434,42 €";"35-44 metai";"Moterys";28.27
2014.0;"Rugsëjis";"289,62-434,42 €";"35-44 metai";"Vyrai";24.81
2014.0;"Rugsëjis";"289,62-434,42 €";"45-54 metai";"Visi apdraustieji";68.23
2014.0;"Rugsëjis";"289,62-434,42 €";"45-54 metai";"Moterys";37.24
2014.0;"Rugsëjis";"289,62-434,42 €";"45-54 metai";"Vyrai";30.98
2014.0;"Rugsëjis";"289,62-434,42 €";"55-64 metai";"Visi apdraustieji";42.62
2014.0;"Rugsëjis";"289,62-434,42 €";"55-64 metai";"Moterys";24.17
2014.0;"Rugsëjis";"289,62-434,42 €";"55-64 metai";"Vyrai";18.46
2014.0;"Rugsëjis";"289,62-434,42 €";"virð 65 metø";"Visi apdraustieji";6.77
2014.0;"Rugsëjis";"289,62-434,42 €";"virð 65 metø";"Moterys";3.4
2014.0;"Rugsëjis";"289,62-434,42 €";"virð 65 metø";"Vyrai";3.36
2014.0;"Rugsëjis";"434,43-579,23 €";"Visos amþiaus grupës";"Visi apdraustieji";153.02
2014.0;"Rugsëjis";"434,43-579,23 €";"Visos amþiaus grupës";"Moterys";88.56
2014.0;"Rugsëjis";"434,43-579,23 €";"Visos amþiaus grupës";"Vyrai";64.46
2014.0;"Rugsëjis";"434,43-579,23 €";"iki 24 metø";"Visi apdraustieji";14.41
2014.0;"Rugsëjis";"434,43-579,23 €";"iki 24 metø";"Moterys";6.77
2014.0;"Rugsëjis";"434,43-579,23 €";"iki 24 metø";"Vyrai";7.64
2014.0;"Rugsëjis";"434,43-579,23 €";"25-34 metai";"Visi apdraustieji";31.28
2014.0;"Rugsëjis";"434,43-579,23 €";"25-34 metai";"Moterys";17.26
2014.0;"Rugsëjis";"434,43-579,23 €";"25-34 metai";"Vyrai";14.02
2014.0;"Rugsëjis";"434,43-579,23 €";"35-44 metai";"Visi apdraustieji";33.34
2014.0;"Rugsëjis";"434,43-579,23 €";"35-44 metai";"Moterys";20.8
2014.0;"Rugsëjis";"434,43-579,23 €";"35-44 metai";"Vyrai";12.54
2014.0;"Rugsëjis";"434,43-579,23 €";"45-54 metai";"Visi apdraustieji";42.46
2014.0;"Rugsëjis";"434,43-579,23 €";"45-54 metai";"Moterys";25.95
2014.0;"Rugsëjis";"434,43-579,23 €";"45-54 metai";"Vyrai";16.51
2014.0;"Rugsëjis";"434,43-579,23 €";"55-64 metai";"Visi apdraustieji";28.11
2014.0;"Rugsëjis";"434,43-579,23 €";"55-64 metai";"Moterys";16.17
2014.0;"Rugsëjis";"434,43-579,23 €";"55-64 metai";"Vyrai";11.95
2014.0;"Rugsëjis";"434,43-579,23 €";"virð 65 metø";"Visi apdraustieji";3.42
2014.0;"Rugsëjis";"434,43-579,23 €";"virð 65 metø";"Moterys";1.62
2014.0;"Rugsëjis";"434,43-579,23 €";"virð 65 metø";"Vyrai";1.8
2014.0;"Rugsëjis";"579,24-724,04 €";"Visos amþiaus grupës";"Visi apdraustieji";120.19
2014.0;"Rugsëjis";"579,24-724,04 €";"Visos amþiaus grupës";"Moterys";65.52
2014.0;"Rugsëjis";"579,24-724,04 €";"Visos amþiaus grupës";"Vyrai";54.67
2014.0;"Rugsëjis";"579,24-724,04 €";"iki 24 metø";"Visi apdraustieji";9.1
2014.0;"Rugsëjis";"579,24-724,04 €";"iki 24 metø";"Moterys";3.45
2014.0;"Rugsëjis";"579,24-724,04 €";"iki 24 metø";"Vyrai";5.65
2014.0;"Rugsëjis";"579,24-724,04 €";"25-34 metai";"Visi apdraustieji";26.38
2014.0;"Rugsëjis";"579,24-724,04 €";"25-34 metai";"Moterys";13.42
2014.0;"Rugsëjis";"579,24-724,04 €";"25-34 metai";"Vyrai";12.96
2014.0;"Rugsëjis";"579,24-724,04 €";"35-44 metai";"Visi apdraustieji";26.69
2014.0;"Rugsëjis";"579,24-724,04 €";"35-44 metai";"Moterys";16.08
2014.0;"Rugsëjis";"579,24-724,04 €";"35-44 metai";"Vyrai";10.61
2014.0;"Rugsëjis";"579,24-724,04 €";"45-54 metai";"Visi apdraustieji";33.16
2014.0;"Rugsëjis";"579,24-724,04 €";"45-54 metai";"Moterys";19.27
2014.0;"Rugsëjis";"579,24-724,04 €";"45-54 metai";"Vyrai";13.89
2014.0;"Rugsëjis";"579,24-724,04 €";"55-64 metai";"Visi apdraustieji";22.46
2014.0;"Rugsëjis";"579,24-724,04 €";"55-64 metai";"Moterys";12.16
2014.0;"Rugsëjis";"579,24-724,04 €";"55-64 metai";"Vyrai";10.3
2014.0;"Rugsëjis";"579,24-724,04 €";"virð 65 metø";"Visi apdraustieji";2.4
2014.0;"Rugsëjis";"579,24-724,04 €";"virð 65 metø";"Moterys";1.15
2014.0;"Rugsëjis";"579,24-724,04 €";"virð 65 metø";"Vyrai";1.26
2014.0;"Rugsëjis";"724,05-868,85 €";"Visos amþiaus grupës";"Visi apdraustieji";98.35
2014.0;"Rugsëjis";"724,05-868,85 €";"Visos amþiaus grupës";"Moterys";50.6
2014.0;"Rugsëjis";"724,05-868,85 €";"Visos amþiaus grupës";"Vyrai";47.75
2014.0;"Rugsëjis";"724,05-868,85 €";"iki 24 metø";"Visi apdraustieji";5.43
2014.0;"Rugsëjis";"724,05-868,85 €";"iki 24 metø";"Moterys";1.71
2014.0;"Rugsëjis";"724,05-868,85 €";"iki 24 metø";"Vyrai";3.72
2014.0;"Rugsëjis";"724,05-868,85 €";"25-34 metai";"Visi apdraustieji";23.07
2014.0;"Rugsëjis";"724,05-868,85 €";"25-34 metai";"Moterys";10.53
2014.0;"Rugsëjis";"724,05-868,85 €";"25-34 metai";"Vyrai";12.54
2014.0;"Rugsëjis";"724,05-868,85 €";"35-44 metai";"Visi apdraustieji";22.66
2014.0;"Rugsëjis";"724,05-868,85 €";"35-44 metai";"Moterys";12.73
2014.0;"Rugsëjis";"724,05-868,85 €";"35-44 metai";"Vyrai";9.94
2014.0;"Rugsëjis";"724,05-868,85 €";"45-54 metai";"Visi apdraustieji";27.28
2014.0;"Rugsëjis";"724,05-868,85 €";"45-54 metai";"Moterys";15.24
2014.0;"Rugsëjis";"724,05-868,85 €";"45-54 metai";"Vyrai";12.04
2014.0;"Rugsëjis";"724,05-868,85 €";"55-64 metai";"Visi apdraustieji";18.16
2014.0;"Rugsëjis";"724,05-868,85 €";"55-64 metai";"Moterys";9.59
2014.0;"Rugsëjis";"724,05-868,85 €";"55-64 metai";"Vyrai";8.56
2014.0;"Rugsëjis";"724,05-868,85 €";"virð 65 metø";"Visi apdraustieji";1.74
2014.0;"Rugsëjis";"724,05-868,85 €";"virð 65 metø";"Moterys";0.8
2014.0;"Rugsëjis";"724,05-868,85 €";"virð 65 metø";"Vyrai";0.95
2014.0;"Rugsëjis";"868,86-1158,47 €";"Visos amþiaus grupës";"Visi apdraustieji";112.01
2014.0;"Rugsëjis";"868,86-1158,47 €";"Visos amþiaus grupës";"Moterys";53.79
2014.0;"Rugsëjis";"868,86-1158,47 €";"Visos amþiaus grupës";"Vyrai";58.22
2014.0;"Rugsëjis";"868,86-1158,47 €";"iki 24 metø";"Visi apdraustieji";4.31
2014.0;"Rugsëjis";"868,86-1158,47 €";"iki 24 metø";"Moterys";1.14
2014.0;"Rugsëjis";"868,86-1158,47 €";"iki 24 metø";"Vyrai";3.17
2014.0;"Rugsëjis";"868,86-1158,47 €";"25-34 metai";"Visi apdraustieji";28.63
2014.0;"Rugsëjis";"868,86-1158,47 €";"25-34 metai";"Moterys";11.47
2014.0;"Rugsëjis";"868,86-1158,47 €";"25-34 metai";"Vyrai";17.16
2014.0;"Rugsëjis";"868,86-1158,47 €";"35-44 metai";"Visi apdraustieji";27.1
2014.0;"Rugsëjis";"868,86-1158,47 €";"35-44 metai";"Moterys";13.86
2014.0;"Rugsëjis";"868,86-1158,47 €";"35-44 metai";"Vyrai";13.24
2014.0;"Rugsëjis";"868,86-1158,47 €";"45-54 metai";"Visi apdraustieji";30.18
2014.0;"Rugsëjis";"868,86-1158,47 €";"45-54 metai";"Moterys";16.16
2014.0;"Rugsëjis";"868,86-1158,47 €";"45-54 metai";"Vyrai";14.01
2014.0;"Rugsëjis";"868,86-1158,47 €";"55-64 metai";"Visi apdraustieji";19.73
2014.0;"Rugsëjis";"868,86-1158,47 €";"55-64 metai";"Moterys";10.2
2014.0;"Rugsëjis";"868,86-1158,47 €";"55-64 metai";"Vyrai";9.53
2014.0;"Rugsëjis";"868,86-1158,47 €";"virð 65 metø";"Visi apdraustieji";2.08
2014.0;"Rugsëjis";"868,86-1158,47 €";"virð 65 metø";"Moterys";0.97
2014.0;"Rugsëjis";"868,86-1158,47 €";"virð 65 metø";"Vyrai";1.11
2014.0;"Rugsëjis";"1158,48-1303,28 €";"Visos amþiaus grupës";"Visi apdraustieji";28.37
2014.0;"Rugsëjis";"1158,48-1303,28 €";"Visos amþiaus grupës";"Moterys";12.58
2014.0;"Rugsëjis";"1158,48-1303,28 €";"Visos amþiaus grupës";"Vyrai";15.79
2014.0;"Rugsëjis";"1158,48-1303,28 €";"iki 24 metø";"Visi apdraustieji";0.78
2014.0;"Rugsëjis";"1158,48-1303,28 €";"iki 24 metø";"Moterys";0.19
2014.0;"Rugsëjis";"1158,48-1303,28 €";"iki 24 metø";"Vyrai";0.6
2014.0;"Rugsëjis";"1158,48-1303,28 €";"25-34 metai";"Visi apdraustieji";7.62
2014.0;"Rugsëjis";"1158,48-1303,28 €";"25-34 metai";"Moterys";2.93
2014.0;"Rugsëjis";"1158,48-1303,28 €";"25-34 metai";"Vyrai";4.68
2014.0;"Rugsëjis";"1158,48-1303,28 €";"35-44 metai";"Visi apdraustieji";7.33
2014.0;"Rugsëjis";"1158,48-1303,28 €";"35-44 metai";"Moterys";3.32
2014.0;"Rugsëjis";"1158,48-1303,28 €";"35-44 metai";"Vyrai";4.01
2014.0;"Rugsëjis";"1158,48-1303,28 €";"45-54 metai";"Visi apdraustieji";7.19
2014.0;"Rugsëjis";"1158,48-1303,28 €";"45-54 metai";"Moterys";3.53
2014.0;"Rugsëjis";"1158,48-1303,28 €";"45-54 metai";"Vyrai";3.67
2014.0;"Rugsëjis";"1158,48-1303,28 €";"55-64 metai";"Visi apdraustieji";4.84
2014.0;"Rugsëjis";"1158,48-1303,28 €";"55-64 metai";"Moterys";2.32
2014.0;"Rugsëjis";"1158,48-1303,28 €";"55-64 metai";"Vyrai";2.51
2014.0;"Rugsëjis";"1158,48-1303,28 €";"virð 65 metø";"Visi apdraustieji";0.62
2014.0;"Rugsëjis";"1158,48-1303,28 €";"virð 65 metø";"Moterys";0.3
2014.0;"Rugsëjis";"1158,48-1303,28 €";"virð 65 metø";"Vyrai";0.32
